cid,targets,cnDesc,basicTypes
SO02526386,['has_site'],全身情况差,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00008508,"['has_site', 'diagnosis']",半乳糖血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02199235,[],复方右旋糖酐40注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00412489,['costly_medicine'],醋酸泼尼松龙5mg口服片剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02544925,[],益赛普过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00003459,"['has_site', 'combo_concept', 'diagnosis']",肥厚型心肌病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02105151,[],抑郁自评量表,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00350745,['has_site'],皮肤过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529229,[],β-内酰胺类抗生素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529025,[],阿托伐他汀过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00002786,['combo_concept'],体温,"[{'enBasicType': 'VitalSign', 'cnBasicType': '生命体征'}]"
SO02529276,['has_site'],失代偿性心功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528959,[],平衡训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00008577,['combo_concept'],坏疽,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529103,[],盐酸多奈哌齐过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544902,[],非布司他过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00004574,"['has_site', 'combo_concept', 'diagnosis']",认知障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00009674,[],低分子量肝素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02199883,[],脂肪乳氨基酸(17)葡萄糖(11％)注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00220484,"['therapeutic_procedure', 'surgery_procedure']",永久性静脉心脏起搏器植入术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02529042,[],盐酸替扎尼定过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00016066,"['has_site', 'combo_concept', 'diagnosis']",嗜铬细胞瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00011472,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",肾结石,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337215,['has_site'],舍曲林过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529206,['has_site'],盐酸氨溴索过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00338384,['has_site'],血管紧张素转换酶抑制剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02157212,[],超声波治疗仪,"[{'enBasicType': 'ProcedureDevice', 'cnBasicType': '医疗器械'}]"
SO00408563,[],克拉霉素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01536350,[],泰毕全,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02526392,[],肘关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01761405,"['generalized_concept', 'combo_concept']",创伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529077,[],重大脊椎内血管畸形,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529285,[],艾司奥美拉唑过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529014,[],窄角型青光眼,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00132413,['has_site'],急性湿疹,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00007583,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",皮疹,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00338069,['has_site'],胰岛素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337095,['has_site'],利多卡因过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01721522,['has_site'],不稳定性高血压,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00408172,['costly_medicine'],力平之,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529033,['has_site'],严重肾功能损害,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00014154,"['has_site', 'combo_concept', 'diagnosis']",神经官能症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02527020,[],为力苏,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01852219,['therapeutic_procedure'],博巴斯疗法,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02149974,[],紫外线治疗机,"[{'enBasicType': 'ProcedureDevice', 'cnBasicType': '医疗器械'}]"
SO00294334,"['has_site', 'combo_concept', 'diagnosis']",未特指的母体高血压，未特指妊娠期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00316554,"['has_site', 'combo_concept']",非Q波心肌梗死,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02416825,[],丽珠肠乐,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO01874897,['costly_medicine'],拜糖平,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00857693,['costly_medicine'],玻璃酸钠滴眼液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00009456,"['has_site', 'combo_concept', 'diagnosis']",心脏病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00085373,"['combo_concept', 'surgery_procedure']",拆除缝线,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00484698,"['has_site', 'combo_concept', 'diagnosis']",新生儿高胆红素血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00457703,['combo_concept'],幼儿,"[{'enBasicType': 'AgeGroup', 'cnBasicType': '年龄组人群'}]"
SO02416480,['costly_medicine'],雪达升,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00338198,['has_site'],羟乙基淀粉过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529182,[],坐位平衡不能,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00640638,['costly_medicine'],氨茶碱注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00649563,[],关节内骨折愈合,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529107,[],度洛西汀过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529059,[],苄丝肼过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00021489,['therapeutic_procedure'],紫外线疗法,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO01534229,"['has_site', 'combo_concept', 'diagnosis']",脑出血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529326,[],站立30分钟,"[{'enBasicType': 'Behavior', 'cnBasicType': '行为'}]"
SO02544900,[],铝碳酸镁过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529120,['has_site'],复方谷氨酰胺过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529016,[],消化道机械性梗阻,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00636376,['costly_medicine'],美洛昔康口服片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529239,['has_site'],头孢菌素类抗生素类过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529078,[],其他抗凝剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00010415,"['has_site', 'diagnosis']",低钙血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00077640,"['has_site', 'combo_concept']",急性间歇性卟啉症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00100473,[],丙氨酸氨基转移酶测定,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00629823,[],头孢呋辛注射剂[西力欣],"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00012149,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",肝脏疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00135843,"['has_site', 'combo_concept']",胃十二指肠溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02232498,"['combo_concept', 'complaint', 'diagnosis']",循环衰竭,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02416970,['costly_medicine'],阿思欣泰,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00815227,[],,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00407703,['costly_medicine'],得理多,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02525595,[],站立平衡功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529123,[],非诺贝特酸过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00194506,['has_site'],皮肤光敏性,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00008370,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00723862,"['has_site', 'combo_concept']",颈椎病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529254,[],门冬胰岛素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544913,['has_site'],复方甘草口服溶液过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001242,"['has_site', 'combo_concept', 'diagnosis']",溶血性贫血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529243,[],乙醇过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00431543,['has_site'],最小意识状态,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01597378,['costly_medicine'],厄贝沙坦片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529125,['has_site'],严重肾功能受损,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01680020,[],吞咽功能评价,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00581545,['costly_medicine'],瑞舒伐他汀,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529018,['has_site'],磷脂酰胆碱过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529258,[],先天性代谢障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544903,[],达格列净过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00013706,"['has_site', 'combo_concept', 'diagnosis']",心肌梗死,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00069730,"['has_site', 'combo_concept']",肝损害,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529089,[],活动性消化道出血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544995,[],局部皮肤感觉障碍,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00636227,['costly_medicine'],左卡尼汀口服液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529299,['has_site'],中度心衰,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529318,[],含卤素的麻醉剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02528985,[],重要脏器疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02197074,[],复方对乙酰氨基酚片(Ⅱ),"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00676193,['therapeutic_procedure'],脑部治疗,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00011711,"['combo_concept', 'surgery_procedure']",激光手术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00580452,"['has_site', 'complaint', 'diagnosis']",脊柱肿瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00019059,"['has_site', 'diagnosis']",短肠综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02417246,[],利多卡因凝胶贴膏,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00338097,['has_site'],阿卡波糖过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526066,[],关节松动训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00639732,[],硝酸甘油注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529038,[],急性胃肠道溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010495,['has_site'],布洛芬过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00069593,['has_site'],中枢神经系统抑制,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00015831,"['has_site', 'combo_concept']",缩窄性心包炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529114,[],甲磺酸倍他司汀过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337523,['has_site'],氨茶碱过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00407084,[],美林,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00002988,"['has_site', 'combo_concept']",支气管痉挛,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00354852,['costly_medicine'],拜新同,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02196301,['costly_medicine'],硫酸特布他林片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00013411,[],单胺氧化酶抑制剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529324,[],吞食强酸中毒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010450,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",低血压,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01932963,['costly_medicine'],药物注射产品,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00640533,['costly_medicine'],加巴喷丁口服胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529287,[],德谷胰岛素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02192041,[],吲哚美辛栓,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02193472,['costly_medicine'],盐酸伐昔洛韦片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00416796,['costly_medicine'],西乐葆,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529080,[],口服抗凝剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00022122,"['has_site', 'combo_concept', 'diagnosis']",冯·维勒布兰德病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00635527,[],葡萄糖氯化钠注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02516331,[],精神性疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529281,"['has_site', 'diagnosis']",肝功能损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00257259,['notClinical'],,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO02529134,[],迈之灵过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02296178,[],严重肝脏疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010771,"['has_site', 'combo_concept', 'diagnosis']",早产儿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02198073,['costly_medicine'],盐酸乙哌立松片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00398919,['costly_medicine'],保列治,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00833173,[],华法林,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529098,[],脊柱内血管异常,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00008604,"['combo_concept', 'therapeutic_procedure']",洗胃,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00699758,"['combo_concept', 'therapeutic_procedure']",职业疗法,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00355027,['costly_medicine'],定喘乐,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529072,[],盐酸美金刚过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529039,['has_site'],严重肝功能衰竭,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00612746,['costly_medicine'],益适纯,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529029,[],双歧杆菌活菌过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02527627,"['has_site', 'complaint', 'diagnosis']",肢体运动功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529312,[],麝香过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00815232,['costly_medicine'],易倍申,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529068,['has_site'],KOCK小囊,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00797715,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",小腿骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529297,[],直立性调节功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02416729,[],水乐维他,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02195529,[],氨麻美敏片Ⅱ,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02544917,[],独一味颗粒过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01375826,['surgery_procedure'],脊髓手术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00008864,"['has_site', 'combo_concept']",闭角型青光眼,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00003505,['combo_concept'],颈动脉窦结构,"[{'enBasicType': 'Anatomy', 'cnBasicType': '身体部位'}]"
SO02517047,[],眼科手术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02529332,['has_site'],中重度肾功能受损,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529322,[],单胺氧化酶抑制剂治疗,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02193055,[],盐酸甲氧氯普胺注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00001953,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",房室传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00022065,"['has_site', 'combo_concept', 'diagnosis']",维生素B12缺乏症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529329,[],活性物质过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00356162,['costly_medicine'],立普妥,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00019093,"['has_site', 'diagnosis']",病窦综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00004623,"['has_site', 'combo_concept', 'diagnosis']",溃疡性结肠炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00355134,['costly_medicine'],科素亚,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00009640,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",咯血,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529251,['has_site'],失代偿性活动性肝病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00019209,"['has_site', 'combo_concept', 'diagnosis']",感染性皮肤病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02197839,['costly_medicine'],非布司他片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529228,[],依赖起搏器起搏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00341546,['has_site'],脊柱畸形,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02527261,"['antibiotic', 'costly_medicine']",联邦他唑仙,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529201,[],贝前列素钠过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00635746,['costly_medicine'],维生素K1注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02525960,[],器械训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02529115,[],甘草酸二铵过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00104384,[],依诺肝素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02236882,[],胰岛素注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02528952,[],654-2,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00005019,"['combo_concept', 'surgery_procedure']",冠状动脉旁路搭桥术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02529320,[],电解质水平异常升高,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02544927,[],复方氨基酸过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00657327,"['antibiotic', 'costly_medicine']",头孢哌酮2gm/头孢哌酮钠0ns注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02205908,['costly_medicine'],碳酸钙D3片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02201396,[],盐酸利多卡因胶浆(Ⅰ),"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529079,[],肝素衍生物,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529021,[],严重感染,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02194289,[],盐酸替扎尼定片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00342881,[],吞咽反射存在,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO00004684,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",昏迷,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01701655,[],,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529118,[],雷贝拉唑钠过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544817,['has_site'],急性化脓性脊柱炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00017094,"['has_site', 'combo_concept', 'diagnosis']",催乳素瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01618072,['costly_medicine'],富马酸比索洛尔片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02417502,[],治伤风颗粒,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02417167,['costly_medicine'],鲑降钙素鼻用喷雾剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00004701,"['combo_concept', 'diagnosis']",传染性疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00004885,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",意识障碍,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00415831,['costly_medicine'],依那西普,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01599558,[],溴吡斯的明片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02536623,[],低频电疗,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00008300,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",前臂损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01597177,[],螺内酯片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529219,[],贝那普利过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00751065,"['combo_concept', 'diagnosis']",日光性皮炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00429719,['has_site'],顽固性腹泻,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337179,['has_site'],左旋多巴过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529245,[],美洛昔康过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00017844,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",雷诺病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529073,[],利伐沙班过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529296,['has_site'],严重的心动过缓,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529290,[],严重窦房结功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00763670,"['combo_concept', 'diagnosis']",出血倾向,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
